onset	duration	section_num	subject_num
28.3948	0.5	4	sub-21
29.3947	0.5	4	sub-21
30.3943	0.5	4	sub-21
31.3944	0.5	4	sub-21
32.3944	0.5	4	sub-21
33.3947	0.5	4	sub-21
34.3947	0.5	4	sub-21
35.3946	0.5	4	sub-21
36.3946	0.5	4	sub-21
37.3943	0.5	4	sub-21
38.3946	0.5	4	sub-21
39.3944	0.5	4	sub-21
40.3942	0.5	4	sub-21
41.3947	0.5	4	sub-21
42.3947	0.5	4	sub-21
43.3945	0.5	4	sub-21
44.3947	0.5	4	sub-21
45.3943	0.5	4	sub-21
46.3943	0.5	4	sub-21
47.3946	0.5	4	sub-21
48.3946	0.5	4	sub-21
49.3946	0.5	4	sub-21
50.3946	0.5	4	sub-21
51.394	0.5	4	sub-21
52.3947	0.5	4	sub-21
53.3946	0.5	4	sub-21
54.3947	0.5	4	sub-21
55.3943	0.5	4	sub-21
56.3941	0.5	4	sub-21
57.3946	0.5	4	sub-21
58.3946	0.5	4	sub-21
59.3941	0.5	4	sub-21
60.3946	0.5	4	sub-21
61.3945	0.5	4	sub-21
62.3945	0.5	4	sub-21
63.394	0.5	4	sub-21
64.3943	0.5	4	sub-21
65.394	0.5	4	sub-21
66.3941	0.5	4	sub-21
67.3938	0.5	4	sub-21
68.3941	0.5	4	sub-21
69.3945	0.5	4	sub-21
70.394	0.5	4	sub-21
71.3946	0.5	4	sub-21
72.394	0.5	4	sub-21
73.3942	0.5	4	sub-21
74.3944	0.5	4	sub-21
75.3946	0.5	4	sub-21
76.394	0.5	4	sub-21
77.3946	0.5	4	sub-21
78.3945	0.5	4	sub-21
79.3945	0.5	4	sub-21
107.7628	0.5	18	sub-21
108.7611	0.5	18	sub-21
109.7605	0.5	18	sub-21
110.761	0.5	18	sub-21
111.7605	0.5	18	sub-21
112.7607	0.5	18	sub-21
113.761	0.5	18	sub-21
114.7608	0.5	18	sub-21
115.761	0.5	18	sub-21
116.761	0.5	18	sub-21
117.7608	0.5	18	sub-21
118.7607	0.5	18	sub-21
119.7609	0.5	18	sub-21
120.7611	0.5	18	sub-21
121.7602	0.5	18	sub-21
122.7609	0.5	18	sub-21
123.7609	0.5	18	sub-21
124.7607	0.5	18	sub-21
125.7605	0.5	18	sub-21
126.7608	0.5	18	sub-21
127.7606	0.5	18	sub-21
128.7606	0.5	18	sub-21
129.7609	0.5	18	sub-21
130.7604	0.5	18	sub-21
131.7613	0.5	18	sub-21
132.7609	0.5	18	sub-21
133.7608	0.5	18	sub-21
134.7606	0.5	18	sub-21
135.7609	0.5	18	sub-21
136.7606	0.5	18	sub-21
137.7601	0.5	18	sub-21
138.7609	0.5	18	sub-21
139.7608	0.5	18	sub-21
