onset	duration	section_num	subject_num
29.2378	0.5	18	sub-25
30.2358	0.5	18	sub-25
31.236	0.5	18	sub-25
32.236	0.5	18	sub-25
33.236	0.5	18	sub-25
34.236	0.5	18	sub-25
35.236	0.5	18	sub-25
36.236	0.5	18	sub-25
37.236	0.5	18	sub-25
38.236	0.5	18	sub-25
39.236	0.5	18	sub-25
40.2355	0.5	18	sub-25
41.2354	0.5	18	sub-25
42.236	0.5	18	sub-25
43.2356	0.5	18	sub-25
44.2359	0.5	18	sub-25
45.2351	0.5	18	sub-25
46.2358	0.5	18	sub-25
47.2357	0.5	18	sub-25
48.2358	0.5	18	sub-25
49.2358	0.5	18	sub-25
50.2354	0.5	18	sub-25
51.2358	0.5	18	sub-25
52.2359	0.5	18	sub-25
53.2356	0.5	18	sub-25
54.2359	0.5	18	sub-25
55.2359	0.5	18	sub-25
56.2359	0.5	18	sub-25
57.2359	0.5	18	sub-25
58.2356	0.5	18	sub-25
59.2354	0.5	18	sub-25
60.2359	0.5	18	sub-25
61.2359	0.5	18	sub-25
62.2359	0.5	18	sub-25
63.2358	0.5	18	sub-25
64.2359	0.5	18	sub-25
65.2355	0.5	18	sub-25
66.2358	0.5	18	sub-25
67.2358	0.5	18	sub-25
68.2355	0.5	18	sub-25
69.235	0.5	18	sub-25
70.2359	0.5	18	sub-25
71.2357	0.5	18	sub-25
72.2358	0.5	18	sub-25
73.2354	0.5	18	sub-25
98.385	0.5	1	sub-25
99.3855	0.5	1	sub-25
100.3854	0.5	1	sub-25
101.3856	0.5	1	sub-25
102.3853	0.5	1	sub-25
103.3857	0.5	1	sub-25
104.3856	0.5	1	sub-25
105.385	0.5	1	sub-25
106.3847	0.5	1	sub-25
107.3848	0.5	1	sub-25
108.3852	0.5	1	sub-25
109.3855	0.5	1	sub-25
110.3855	0.5	1	sub-25
111.3856	0.5	1	sub-25
112.3856	0.5	1	sub-25
113.3856	0.5	1	sub-25
114.3849	0.5	1	sub-25
115.3847	0.5	1	sub-25
116.3849	0.5	1	sub-25
117.3855	0.5	1	sub-25
118.3851	0.5	1	sub-25
119.3855	0.5	1	sub-25
120.3855	0.5	1	sub-25
121.3852	0.5	1	sub-25
122.3856	0.5	1	sub-25
123.3854	0.5	1	sub-25
124.385	0.5	1	sub-25
125.3852	0.5	1	sub-25
126.3853	0.5	1	sub-25
127.385	0.5	1	sub-25
128.3853	0.5	1	sub-25
129.3854	0.5	1	sub-25
130.3854	0.5	1	sub-25
131.3854	0.5	1	sub-25
132.3854	0.5	1	sub-25
133.3855	0.5	1	sub-25
134.3854	0.5	1	sub-25
135.3854	0.5	1	sub-25
136.385	0.5	1	sub-25
137.3854	0.5	1	sub-25
138.3851	0.5	1	sub-25
139.3855	0.5	1	sub-25
140.3854	0.5	1	sub-25
141.3855	0.5	1	sub-25
142.3851	0.5	1	sub-25
143.3848	0.5	1	sub-25
144.386	0.5	1	sub-25
145.3852	0.5	1	sub-25
146.3854	0.5	1	sub-25
147.3853	0.5	1	sub-25
148.3851	0.5	1	sub-25
149.385	0.5	1	sub-25
150.3846	0.5	1	sub-25
151.3853	0.5	1	sub-25
152.3853	0.5	1	sub-25
153.385	0.5	1	sub-25
154.3853	0.5	1	sub-25
155.3853	0.5	1	sub-25
156.3853	0.5	1	sub-25
157.3853	0.5	1	sub-25
158.3853	0.5	1	sub-25
159.3847	0.5	1	sub-25
160.3851	0.5	1	sub-25
161.3854	0.5	1	sub-25
162.3853	0.5	1	sub-25
163.3848	0.5	1	sub-25
164.3853	0.5	1	sub-25
165.385	0.5	1	sub-25
166.3845	0.5	1	sub-25
167.3852	0.5	1	sub-25
168.3852	0.5	1	sub-25
169.3845	0.5	1	sub-25
170.3853	0.5	1	sub-25
171.3852	0.5	1	sub-25
172.3849	0.5	1	sub-25
173.3853	0.5	1	sub-25
174.3852	0.5	1	sub-25
175.3852	0.5	1	sub-25
176.3852	0.5	1	sub-25
177.3852	0.5	1	sub-25
178.3851	0.5	1	sub-25
179.385	0.5	1	sub-25
180.3852	0.5	1	sub-25
181.3849	0.5	1	sub-25
182.3852	0.5	1	sub-25
183.3846	0.5	1	sub-25
184.3852	0.5	1	sub-25
185.3851	0.5	1	sub-25
186.3852	0.5	1	sub-25
187.385	0.5	1	sub-25
188.3851	0.5	1	sub-25
189.385	0.5	1	sub-25
190.3844	0.5	1	sub-25
191.3851	0.5	1	sub-25
192.3852	0.5	1	sub-25
193.3852	0.5	1	sub-25
194.3852	0.5	1	sub-25
195.3847	0.5	1	sub-25
196.3851	0.5	1	sub-25
197.385	0.5	1	sub-25
198.3851	0.5	1	sub-25
199.3851	0.5	1	sub-25
200.3844	0.5	1	sub-25
201.3845	0.5	1	sub-25
202.3851	0.5	1	sub-25
203.3851	0.5	1	sub-25
204.3848	0.5	1	sub-25
205.3851	0.5	1	sub-25
206.3851	0.5	1	sub-25
207.385	0.5	1	sub-25
208.385	0.5	1	sub-25
209.385	0.5	1	sub-25
210.3849	0.5	1	sub-25
211.385	0.5	1	sub-25
212.3851	0.5	1	sub-25
213.385	0.5	1	sub-25
214.3842	0.5	1	sub-25
215.3847	0.5	1	sub-25
216.385	0.5	1	sub-25
217.3849	0.5	1	sub-25
218.3849	0.5	1	sub-25
219.3849	0.5	1	sub-25
220.3844	0.5	1	sub-25
221.385	0.5	1	sub-25
222.3848	0.5	1	sub-25
